BeatSheetID,TreeFK,Observer,Date,Time,WetLeaves,NumberOfLeaves,AverageLeafLength,Notes,Checks
131198,BWQ,Indigo,5/4/2022,11:27:00,0,60,10,NA,NA
131199,BWU,Indigo,5/4/2022,11:29:00,0,60,9,NA,NA
131200,BWR,Indigo,5/4/2022,11:30:00,0,55,6,NA,NA
131201,BWT,Indigo,5/4/2022,11:31:00,0,60,8,NA,NA
131202,FEW,Indigo,5/5/2022,9:15:00,0,130,4,NA,NA
131203,FEV,Indigo,5/5/2022,9:16:00,0,35,6,NA,NA
131204,FEX,Indigo,5/5/2022,9:18:00,0,45,6,NA,NA
131205,FEZ,Indigo,5/5/2022,9:22:00,0,80,6,NA,NA
131206,FEY,Indigo,5/5/2022,9:24:00,0,55,8,NA,NA
131207,FEH,Indigo,5/5/2022,9:35:00,0,40,7,NA,NA
131208,FEI,Indigo,5/5/2022,9:38:00,0,45,7,NA,NA
131209,FEJ,Indigo,5/5/2022,9:40:00,0,80,7,NA,NA
131210,FEK,Indigo,5/5/2022,9:43:00,0,40,7,NA,NA
131211,FEG,Indigo,5/5/2022,9:46:00,0,35,8,NA,NA
131212,FDW,Indigo,5/5/2022,9:51:00,0,60,8,NA,NA
131213,FDX,Indigo,5/5/2022,9:52:00,0,30,9,NA,NA
131214,FDY,Indigo,5/5/2022,9:54:00,0,65,7,NA,NA
131215,FDZ,Indigo,5/5/2022,10:03:00,0,25,8,NA,NA
131216,FEA,Indigo,5/5/2022,10:05:00,0,50,8,NA,NA
131217,FDS,Indigo,5/5/2022,10:10:00,0,80,5,NA,NA
131218,FDT,Indigo,5/5/2022,10:15:00,0,65,10,NA,NA
131219,FDR,Indigo,5/5/2022,10:16:00,0,40,8,NA,NA
131220,FDU,Indigo,5/5/2022,10:17:00,0,30,8,NA,NA
131221,FDM,Indigo,5/5/2022,10:22:00,0,80,7,NA,NA
131222,FDQ,Indigo,5/5/2022,10:33:00,0,25,7,NA,NA
131223,FDN,Indigo,5/5/2022,10:35:00,0,60,6,NA,NA
131224,FDP,Indigo,5/5/2022,10:42:00,0,80,7,NA,NA
131225,FDO,Indigo,5/5/2022,10:47:00,0,70,6,NA,NA
131226,FDV,Indigo,5/5/2022,10:53:00,0,45,7,NA,NA
131309,BWR,Indigo,5/6/2022,9:36:00,0,75,6,NA,NA
131310,BWU,Indigo,5/6/2022,9:37:00,0,35,11,NA,NA
131311,BWQ,Indigo,5/6/2022,9:38:00,0,60,10,NA,NA
131312,BWT,Indigo,5/6/2022,9:40:00,0,50,7,NA,NA
131314,BWS,Indigo,5/6/2022,9:42:00,0,60,10,NA,NA
131315,BWW,Indigo,5/6/2022,9:43:00,0,70,8,NA,NA
131317,BWV,Indigo,5/6/2022,9:45:00,0,30,8,NA,NA
131318,BWX,Indigo,5/6/2022,9:47:00,0,20,12,NA,NA
131321,BWY,Indigo,5/6/2022,9:48:00,0,50,13,NA,NA
131322,BWZ,Indigo,5/6/2022,9:51:00,1,90,6,NA,NA
131324,BXQ,Indigo,5/6/2022,10:10:00,1,65,7,NA,NA
131325,BXT,Indigo,5/6/2022,10:11:00,1,80,7,NA,NA
131326,BXR,Indigo,5/6/2022,10:14:00,0,65,8,NA,NA
131327,BXP,Indigo,5/6/2022,10:16:00,0,35,9,NA,NA
131328,BXS,Indigo,5/6/2022,10:20:00,0,100,7,NA,NA
131329,BYQ,Indigo,5/6/2022,10:22:00,0,65,7,NA,NA
131330,BYS,Indigo,5/6/2022,10:28:00,0,65,8,NA,NA
131331,BYR,Indigo,5/6/2022,10:30:00,0,25,7,NA,NA
131332,BYP,Indigo,5/6/2022,10:31:00,1,65,9,NA,NA
131333,BYO,Indigo,5/6/2022,10:33:00,0,25,8,NA,NA
131334,BYU,Indigo,5/6/2022,10:36:00,1,65,10,NA,NA
131335,BYT,Indigo,5/6/2022,10:40:00,0,65,9,NA,NA
131336,BYV,Indigo,5/6/2022,10:41:00,0,45,7,NA,NA
131337,BYW,Indigo,5/6/2022,10:44:00,1,35,9,NA,NA
131338,BYX,Indigo,5/6/2022,10:45:00,0,20,11,NA,NA
131423,DBL,Indigo,5/8/2022,10:19:00,0,55,8,NA,NA
131424,DBM,Indigo,5/8/2022,10:22:00,0,65,8,NA,NA
131425,DBP,Indigo,5/8/2022,10:24:00,0,70,9,NA,NA
131426,DBN,Indigo,5/8/2022,10:27:00,0,20,12,NA,NA
131427,DBO,Indigo,5/8/2022,10:29:00,0,15,13,NA,NA
131428,DCD,Indigo,5/8/2022,10:38:00,0,25,7,NA,NA
131429,DCE,Indigo,5/8/2022,10:39:00,0,65,6,NA,NA
131430,DCA,Indigo,5/8/2022,10:42:00,0,40,7,NA,NA
131431,DCC,Indigo,5/8/2022,10:43:00,0,40,8,NA,NA
131432,DCB,Indigo,5/8/2022,10:44:00,0,35,8,NA,NA
131433,DCJ,Indigo,5/8/2022,10:47:00,0,25,9,NA,NA
131434,DCI,Indigo,5/8/2022,10:50:00,0,40,7,NA,NA
131435,DCH,Indigo,5/8/2022,10:54:00,0,50,11,NA,NA
131436,DCF,Indigo,5/8/2022,10:56:00,0,65,7,NA,NA
131437,DCG,Indigo,5/8/2022,10:58:00,0,35,8,NA,NA
131438,DCL,Indigo,5/8/2022,11:04:00,0,30,7,NA,NA
131439,DCM,Indigo,5/8/2022,11:06:00,0,30,8,NA,NA
131440,DCK,Indigo,5/8/2022,11:10:00,0,45,6,NA,NA
131441,EQL,Indigo,5/8/2022,11:12:00,0,75,5,NA,NA
131442,DCO,Indigo,5/8/2022,11:16:00,0,60,5,NA,NA
131444,DCU,Indigo,5/8/2022,11:26:00,0,40,7,NA,NA
131447,DCV,Indigo,5/8/2022,11:33:00,0,50,7,NA,NA
