"BeatSheetID","TreeFK","Observer","Date","Time","WetLeaves","NumberOfLeaves","AverageLeafLength","Notes","Checks"
131197,"BWS","Indigo",2022-05-04,11:23:00,0,60,10,NA,NA
131198,"BWQ","Indigo",2022-05-04,11:27:00,0,60,10,NA,NA
131199,"BWU","Indigo",2022-05-04,11:29:00,0,60,9,NA,NA
131200,"BWR","Indigo",2022-05-04,11:30:00,0,55,6,NA,NA
131201,"BWT","Indigo",2022-05-04,11:31:00,0,60,8,NA,NA
131202,"FEW","Indigo",2022-05-05,09:15:00,0,130,4,NA,NA
131203,"FEV","Indigo",2022-05-05,09:16:00,0,35,6,NA,NA
131204,"FEX","Indigo",2022-05-05,09:18:00,0,45,6,NA,NA
131205,"FEZ","Indigo",2022-05-05,09:22:00,0,80,6,NA,NA
131206,"FEY","Indigo",2022-05-05,09:24:00,0,55,8,NA,NA
131207,"FEH","Indigo",2022-05-05,09:35:00,0,40,7,NA,NA
131208,"FEI","Indigo",2022-05-05,09:38:00,0,45,7,NA,NA
131209,"FEJ","Indigo",2022-05-05,09:40:00,0,80,7,NA,NA
131210,"FEK","Indigo",2022-05-05,09:43:00,0,40,7,NA,NA
131211,"FEG","Indigo",2022-05-05,09:46:00,0,35,8,NA,NA
131212,"FDW","Indigo",2022-05-05,09:51:00,0,60,8,NA,NA
131213,"FDX","Indigo",2022-05-05,09:52:00,0,30,9,NA,NA
131214,"FDY","Indigo",2022-05-05,09:54:00,0,65,7,NA,NA
131215,"FDZ","Indigo",2022-05-05,10:03:00,0,25,8,NA,NA
131216,"FEA","Indigo",2022-05-05,10:05:00,0,50,8,NA,NA
131217,"FDS","Indigo",2022-05-05,10:10:00,0,80,5,NA,NA
131218,"FDT","Indigo",2022-05-05,10:15:00,0,65,10,NA,NA
131219,"FDR","Indigo",2022-05-05,10:16:00,0,40,8,NA,NA
131220,"FDU","Indigo",2022-05-05,10:17:00,0,30,8,NA,NA
131221,"FDM","Indigo",2022-05-05,10:22:00,0,80,7,NA,NA
131222,"FDQ","Indigo",2022-05-05,10:33:00,0,25,7,NA,NA
131223,"FDN","Indigo",2022-05-05,10:35:00,0,60,6,NA,NA
131224,"FDP","Indigo",2022-05-05,10:42:00,0,80,7,NA,NA
131225,"FDO","Indigo",2022-05-05,10:47:00,0,70,6,NA,NA
131226,"FDV","Indigo",2022-05-05,10:53:00,0,45,7,NA,NA
